"Eshop","Name","Url","SourceDate","OutputFile"
"Stoten","Tibhar - Osmium šortky","https://www.stoten.cz/sortky/tibhar-osmium-sortky/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - peněženka Casual","https://www.stoten.cz/textil/tibhar-penezenka-casual/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - POINT Alum double kufřík","https://www.stoten.cz/pouzdra/tibhar-point-alum-double-kufrik/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - POINT Alum kufřík","https://www.stoten.cz/pouzdra/tibhar-point-kufrik/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - potítko L 2021","https://www.stoten.cz/celenky-a-natepniky/tibhar-potitko-l-2021/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - potítko S 2021","https://www.stoten.cz/celenky-a-natepniky/tibhar-potitko-s-2021/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - potítko Tibhar velikost L","https://www.stoten.cz/celenky-a-natepniky/tibhar-potitko-tibhar-velikost-l/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - potítko Tibhar velikost S","https://www.stoten.cz/celenky-a-natepniky/tibhar-potitko-tibhar-velikost-s/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Pouzdro na míčky Grid (3)","https://www.stoten.cz/pouzdra/tibhar-pouzdro-na-micky-grid--3-/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - pouzdro na míčky Sydney","https://www.stoten.cz/pouzdra/tibhar-pouzdro-na-micky-sydney/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
